Name,StateID,Status,Latitude,Longitude,DateAdded,DateTimeAdded,LastUpdated
Kwethiuk,2,verified,61.325384,-154.565033,2015-03-01,2015-03-01,2015-03-01
Kwigillingok,2,verified,59.907738,-163.026376,2015-03-01,2015-03-01,2015-03-01
King Salmon,2,verified,58.696018,-156.697534,2015-03-01,2015-03-01,2015-03-01
Larsen Bay,2,verified,57.53835,-153.980504,2015-03-01,2015-03-01,2015-03-01
Nome,2,verified,64.499557,-165.404694,2015-03-01,2015-03-01,2015-03-01
Levelock,2,verified,59.112569,-156.855742,2015-03-01,2015-03-01,2015-03-01
Tuntutuliak,2,verified,60.343155,-162.663939,2015-03-01,2015-03-01,2015-03-01
Manokotak,2,verified,58.981724,-159.057723,2015-03-01,2015-03-01,2015-03-01
Marshall,2,verified,61.87953,-162.087924,2015-03-01,2015-03-01,2015-03-01
Golovin,2,verified,64.543315,-163.032929,2015-03-01,2015-03-01,2015-03-01
Tanana,2,verified,65.17153,-152.077714,2015-03-01,2015-03-01,2015-03-01
McGrath,2,verified,62.949119,-155.559872,2015-03-01,2015-03-01,2015-03-01
Eagle River,2,verified,61.3216,-149.567104,2015-03-01,2015-03-01,2015-03-01
Kivalina,2,verified,67.729752,-164.540078,2015-03-01,2015-03-01,2015-03-01
Atqasuk,2,verified,70.480961,-157.42228,2015-03-01,2015-03-01,2015-03-01
Mentasta Lake,2,verified,62.932941,-143.774994,2015-03-01,2015-03-01,2015-03-01
Ruby,2,verified,64.738078,-155.489154,2015-03-01,2015-03-01,2015-03-01
Port Heiden,2,verified,56.94109,-158.630189,2015-03-01,2015-03-01,2015-03-01
Metlakatla,2,verified,55.130505,-131.576544,2015-03-01,2015-03-01,2015-03-01
Lake Minchumina,2,verified,63.882545,-152.312834,2015-03-01,2015-03-01,2015-03-01
Minto,2,verified,65.198669,-149.529755,2015-03-01,2015-03-01,2015-03-01
Sitka,2,verified,57.052012,-135.33375,2015-03-01,2015-03-01,2015-03-01
Nanwalek,2,verified,59.35096,-151.915009,2015-03-01,2015-03-01,2015-03-01
Noatak,2,verified,67.571525,-162.965024,2015-03-01,2015-03-01,2015-03-01
Toksook Bay,2,verified,60.532985,-165.104244,2015-03-01,2015-03-01,2015-03-01
Nelson Lagoon,2,verified,56.000599,-161.203995,2015-03-01,2015-03-01,2015-03-01
Nenana,2,verified,64.558045,-149.099684,2015-03-01,2015-03-01,2015-03-01
Iliamna,2,verified,59.759823,-154.910817,2015-03-01,2015-03-01,2015-03-01
Nightmute,2,verified,60.477242,-164.721405,2015-03-01,2015-03-01,2015-03-01
Nikiski,2,verified,60.690101,-151.29162,2015-03-01,2015-03-01,2015-03-01
Anchor Point,2,verified,59.775993,-151.831054,2015-03-01,2015-03-01,2015-03-01
Nikolski,2,verified,52.938925,-168.867804,2015-03-01,2015-03-01,2015-03-01
Ninilchik,2,verified,60.052399,-151.667892,2015-03-01,2015-03-01,2015-03-01
Nondalton,2,verified,59.97172,-154.847014,2015-03-01,2015-03-01,2015-03-01
North Pole,2,verified,64.74878,-147.352564,2015-03-01,2015-03-01,2015-03-01
Nuiqsut,2,verified,70.214111,-151.004135,2015-03-01,2015-03-01,2015-03-01
Anaktuvuk Pass,2,verified,68.14499,-151.732539,2015-03-01,2015-03-01,2015-03-01
Mekoryuk,2,verified,60.39061,-166.190502,2015-03-01,2015-03-01,2015-03-01
Old Harbor,2,verified,57.19862,-153.305664,2015-03-01,2015-03-01,2015-03-01
Ouzinkie,2,verified,57.92245,-152.504629,2015-03-01,2015-03-01,2015-03-01
Tununak,2,verified,60.583472,-165.25826,2015-03-01,2015-03-01,2015-03-01
Pelican,2,verified,57.960309,-136.228677,2015-03-01,2015-03-01,2015-03-01
Perryville,2,verified,55.91217,-159.154266,2015-03-01,2015-03-01,2015-03-01
Petersburg,2,verified,56.806492,-132.970917,2015-03-01,2015-03-01,2015-03-01
Pilot Point,2,verified,57.559143,-157.578927,2015-03-01,2015-03-01,2015-03-01
Port Alexander,2,verified,56.250488,-134.646484,2015-03-01,2015-03-01,2015-03-01
Port Graham,2,verified,59.349171,-151.82811,2015-03-01,2015-03-01,2015-03-01
Port Lions,2,verified,57.86741,-152.879924,2015-03-01,2015-03-01,2015-03-01
Oscarville,2,verified,60.72187,-161.767715,2015-03-01,2015-03-01,2015-03-01
Goodnews Bay,2,verified,59.121792,-161.58783,2015-03-01,2015-03-01,2015-03-01
Russian Mission,2,verified,61.785637,-161.32436,2015-03-01,2015-03-01,2015-03-01
Scammon Bay,2,verified,61.84249,-165.580219,2015-03-01,2015-03-01,2015-03-01
Seward,2,verified,60.11236,-149.442924,2015-03-01,2015-03-01,2015-03-01
Shaktoolik,2,verified,64.35485,-161.192754,2015-03-01,2015-03-01,2015-03-01
Sheldon Point,2,verified,62.582939,-164.792084,2015-03-01,2015-03-01,2015-03-01
Shishmaref,2,verified,66.2568,-166.066579,2015-03-01,2015-03-01,2015-03-01
Shungnak,2,verified,66.886245,-157.137784,2015-03-01,2015-03-01,2015-03-01
Skagway,2,verified,59.460305,-135.308489,2015-03-01,2015-03-01,2015-03-01
Soldotna,2,verified,60.50043,-151.089744,2015-03-01,2015-03-01,2015-03-01
Slana,2,verified,62.68705,-143.902832,2015-03-01,2015-03-01,2015-03-01
St. George,2,verified,56.60717,-169.549744,2015-03-01,2015-03-01,2015-03-01
St. Paul,2,verified,44.943821,-93.093323,2015-03-01,2015-03-01,2015-03-01
Stevens Village,2,verified,66.004375,-149.091434,2015-03-01,2015-03-01,2015-03-01
Seldovia,2,verified,59.43991,-151.717114,2015-03-01,2015-03-01,2015-03-01
Takotna,2,verified,62.984482,-156.070206,2015-03-01,2015-03-01,2015-03-01
Port Alsworth,2,verified,60.39558,-154.494465,2015-03-01,2015-03-01,2015-03-01
Tatitlek,2,verified,60.865162,-146.677887,2015-03-01,2015-03-01,2015-03-01
Tyonek,2,verified,61.067615,-151.137814,2015-03-01,2015-03-01,2015-03-01
Tenakee Springs,2,verified,57.777275,-135.207564,2015-03-01,2015-03-01,2015-03-01
Tetlin,2,verified,63.137798,-142.524002,2015-03-01,2015-03-01,2015-03-01
Thorne Bay,2,verified,55.683291,-132.528511,2015-03-01,2015-03-01,2015-03-01
Point Hope,2,verified,68.347542,-166.789825,2015-03-01,2015-03-01,2015-03-01
Togiak,2,verified,59.06034,-160.377704,2015-03-01,2015-03-01,2015-03-01
Nikolai,2,verified,63.01227,-154.381634,2015-03-01,2015-03-01,2015-03-01
Healy,2,verified,63.871579,-148.999466,2015-03-01,2015-03-01,2015-03-01
Chalkyitsik,2,verified,66.65429,-143.722659,2015-03-01,2015-03-01,2015-03-01
Northway,2,verified,62.960018,-141.928909,2015-03-01,2015-03-01,2015-03-01
Wasilla,2,verified,61.582245,-149.445364,2015-03-01,2015-03-01,2015-03-01
White Mountain,2,verified,64.681065,-163.408449,2015-03-01,2015-03-01,2015-03-01
Whittier,2,verified,60.773185,-148.684694,2015-03-01,2015-03-01,2015-03-01
Napakiak,2,verified,60.694331,-161.967179,2015-03-01,2015-03-01,2015-03-01
Wiseman Village,2,verified,36.237911,-91.834602,2015-03-01,2015-03-01,2015-03-01
Reid Street Wrangell,2,verified,56.47284,-132.383029,2015-03-01,2015-03-01,2015-03-01
Atka,2,verified,52.194804,-174.197128,2015-03-01,2015-03-01,2015-03-01
Mesa,3,verified,33.417045,-111.831459,2015-03-01,2015-03-01,2015-03-01
Phoenix,3,verified,33.44826,-112.075774,2015-03-01,2015-03-01,2015-03-01
Avondale,3,verified,33.4405,-112.349664,2015-03-01,2015-03-01,2015-03-01
Mohave Valley,3,verified,34.92384,-114.597859,2015-03-01,2015-03-01,2015-03-01
Whiteriver,3,verified,33.834865,-109.964934,2015-03-01,2015-03-01,2015-03-01
Tucson,3,verified,32.221553,-110.969754,2015-03-01,2015-03-01,2015-03-01
Wellton,3,verified,32.672722,-114.147167,2015-03-01,2015-03-01,2015-03-01
Apache Junction,3,verified,33.42314,-111.546119,2015-03-01,2015-03-01,2015-03-01
Glendale,3,verified,33.53858,-112.186279,2015-03-01,2015-03-01,2015-03-01
Ash Fork,3,verified,35.2239,-112.481424,2015-03-01,2015-03-01,2015-03-01
Yuma,3,verified,32.68485,-114.624614,2015-03-01,2015-03-01,2015-03-01
Sells,3,verified,31.916466,-111.889154,2015-03-01,2015-03-01,2015-03-01
Chandler,3,verified,33.303385,-111.840829,2015-03-01,2015-03-01,2015-03-01
Benson,3,verified,31.968784,-110.298684,2015-03-01,2015-03-01,2015-03-01
Bisbee,3,verified,31.441823,-109.914459,2015-03-01,2015-03-01,2015-03-01
Lakeside,3,verified,34.136219,-109.950882,2015-03-01,2015-03-01,2015-03-01
Bowie,3,verified,32.326695,-109.486909,2015-03-01,2015-03-01,2015-03-01
Prescott Valley,3,verified,34.585999,-112.322906,2015-03-01,2015-03-01,2015-03-01
Sierra Vista,3,verified,31.56945,-110.274679,2015-03-01,2015-03-01,2015-03-01
Camp Verde,3,verified,34.562045,-111.853554,2015-03-01,2015-03-01,2015-03-01
Oro Valley,3,verified,32.40766,-110.995691,2015-03-01,2015-03-01,2015-03-01
Prescott,3,verified,34.541425,-112.468729,2015-03-01,2015-03-01,2015-03-01
Cave Creek,3,verified,33.827594,-111.955097,2015-03-01,2015-03-01,2015-03-01
Casa Grande,3,verified,32.879545,-111.750324,2015-03-01,2015-03-01,2015-03-01
Peoria,3,verified,33.577314,-112.240909,2015-03-01,2015-03-01,2015-03-01
Laveen,3,verified,33.362955,-112.164819,2015-03-01,2015-03-01,2015-03-01
Scottsdale,3,verified,33.494,-111.920694,2015-03-01,2015-03-01,2015-03-01
Chino Valley,3,verified,34.755345,-112.453985,2015-03-01,2015-03-01,2015-03-01
Vail,3,verified,32.047871,-110.71202,2015-03-01,2015-03-01,2015-03-01
Flagstaff,3,verified,35.1982,-111.651304,2015-03-01,2015-03-01,2015-03-01
Tempe,3,verified,33.42551,-111.937419,2015-03-01,2015-03-01,2015-03-01
Coolidge,3,verified,32.977625,-111.517029,2015-03-01,2015-03-01,2015-03-01
Goodyear,3,verified,33.436305,-112.358299,2015-03-01,2015-03-01,2015-03-01
Gilbert,3,verified,33.329042,-111.789767,2015-03-01,2015-03-01,2015-03-01
Winslow,3,verified,35.02426,-110.696244,2015-03-01,2015-03-01,2015-03-01
Douglas,3,verified,31.344444,-109.552134,2015-03-01,2015-03-01,2015-03-01
El Mirage,3,verified,33.61528,-112.322579,2015-03-01,2015-03-01,2015-03-01
Florence,3,verified,33.038815,-111.387544,2015-03-01,2015-03-01,2015-03-01
Fort Thomas,3,verified,33.037375,-109.966179,2015-03-01,2015-03-01,2015-03-01
Fredonia,3,verified,36.95202,-112.526414,2015-03-01,2015-03-01,2015-03-01
Thatcher,3,verified,32.84915,-109.760019,2015-03-01,2015-03-01,2015-03-01
Globe,3,verified,33.39576,-110.789124,2015-03-01,2015-03-01,2015-03-01
Grand Canyon,3,verified,36.054885,-112.122099,2015-03-01,2015-03-01,2015-03-01
Tuba City,3,verified,36.125705,-111.236889,2015-03-01,2015-03-01,2015-03-01
Winkelman,3,verified,32.987755,-110.772749,2015-03-01,2015-03-01,2015-03-01
Keams Canyon,3,verified,35.812986,-110.201901,2015-03-01,2015-03-01,2015-03-01
Joseph City,3,verified,34.955995,-110.332159,2015-03-01,2015-03-01,2015-03-01
Kingman,3,verified,35.188825,-114.055434,2015-03-01,2015-03-01,2015-03-01
Lake Havasu City,3,verified,34.47398,-114.345864,2015-03-01,2015-03-01,2015-03-01
Show Low,3,verified,34.250185,-110.043019,2015-03-01,2015-03-01,2015-03-01
Marana,3,verified,32.460571,-111.218109,2015-03-01,2015-03-01,2015-03-01
Mayer,3,verified,34.398443,-112.231009,2015-03-01,2015-03-01,2015-03-01
Miami,3,verified,33.398526,-110.87055,2015-03-01,2015-03-01,2015-03-01
Cottonwood,3,verified,34.73996,-112.009744,2015-03-01,2015-03-01,2015-03-01
Heber,3,verified,34.431133,-110.596555,2015-03-01,2015-03-01,2015-03-01
Bullhead City,3,verified,35.125704,-114.578445,2015-03-01,2015-03-01,2015-03-01
Kayenta,3,verified,36.724457,-110.25647,2015-03-01,2015-03-01,2015-03-01
Sfford,3,verified,32.83437,-109.708244,2015-03-01,2015-03-01,2015-03-01
Snowflake,3,verified,34.51266,-110.078974,2015-03-01,2015-03-01,2015-03-01
Nogales,3,verified,31.337835,-110.940064,2015-03-01,2015-03-01,2015-03-01
Taylor,3,verified,34.468665,-110.091033,2015-03-01,2015-03-01,2015-03-01
Humboldt,3,verified,34.498769,-112.236017,2015-03-01,2015-03-01,2015-03-01
Page,3,verified,36.919837,-111.461758,2015-03-01,2015-03-01,2015-03-01
Parker,3,verified,34.149885,-114.288799,2015-03-01,2015-03-01,2015-03-01
Patagonia,3,verified,31.540795,-110.752124,2015-03-01,2015-03-01,2015-03-01
Rimrock,3,verified,34.648356,-111.785229,2015-03-01,2015-03-01,2015-03-01
Payson,3,verified,34.231321,-111.324678,2015-03-01,2015-03-01,2015-03-01
Pima,3,verified,32.89624,-109.828284,2015-03-01,2015-03-01,2015-03-01
Pinon,3,verified,36.101375,-110.225622,2015-03-01,2015-03-01,2015-03-01
Queen Creek,3,verified,33.24467,-111.634519,2015-03-01,2015-03-01,2015-03-01
Kearny,3,verified,33.05998,-110.905189,2015-03-01,2015-03-01,2015-03-01
Teec Nos Pos,3,verified,36.923345,-109.091759,2015-03-01,2015-03-01,2015-03-01
Pinetop,3,verified,34.125809,-109.935471,2015-03-01,2015-03-01,2015-03-01
Springerville,3,verified,34.133475,-109.285324,2015-03-01,2015-03-01,2015-03-01
Rio Rico,3,verified,31.474939,-110.983141,2015-03-01,2015-03-01,2015-03-01
Eagar,3,verified,34.11095,-109.292629,2015-03-01,2015-03-01,2015-03-01
Safford,3,verified,32.83437,-109.708244,2015-03-01,2015-03-01,2015-03-01
Sahuarita,3,verified,31.95766,-110.954729,2015-03-01,2015-03-01,2015-03-01
Salome,3,verified,33.78208,-113.613189,2015-03-01,2015-03-01,2015-03-01
San Carlos,3,verified,33.351385,-110.452454,2015-03-01,2015-03-01,2015-03-01
San Manuel,3,verified,32.613585,-110.627653,2015-03-01,2015-03-01,2015-03-01
Sanders,3,verified,35.215199,-109.332733,2015-03-01,2015-03-01,2015-03-01
Eloy,3,verified,32.75242,-111.555554,2015-03-01,2015-03-01,2015-03-01
Quartzsite,3,verified,33.6762,-114.217079,2015-03-01,2015-03-01,2015-03-01
Sedona,3,verified,34.865979,-111.763818,2015-03-01,2015-03-01,2015-03-01
Seligman,3,verified,35.326635,-112.874844,2015-03-01,2015-03-01,2015-03-01
Hereford,3,verified,31.439282,-110.100314,2015-03-01,2015-03-01,2015-03-01
St. David,3,verified,31.905265,-110.219589,2015-03-01,2015-03-01,2015-03-01
St. Johns,3,verified,34.506765,-109.365589,2015-03-01,2015-03-01,2015-03-01
Superior,3,verified,33.289096,-111.10052,2015-03-01,2015-03-01,2015-03-01
WayTombstone,3,verified,34.167874,-111.930706,2015-03-01,2015-03-01,2015-03-01
Tonopah,3,verified,33.49246,-112.936939,2015-03-01,2015-03-01,2015-03-01
Elfrida,3,verified,31.681654,-109.687205,2015-03-01,2015-03-01,2015-03-01
Showlow,3,verified,34.250185,-110.043019,2015-03-01,2015-03-01,2015-03-01
Willcox,3,verified,32.253135,-109.832069,2015-03-01,2015-03-01,2015-03-01
Williams,3,verified,35.25,-112.190754,2015-03-01,2015-03-01,2015-03-01
